Insumo 1;Insumo 2;Similitud (%)
"TUBERIA PVC CP- PESADA  Ø 2"x3M";"TUBERIA PVC CP- PESADA  Ø 6"x3M";87.10%
"TUBERIA PVC CP- PESADA  Ø 3"x3M";"TUBERIA PVC CP- PESADA  Ø 4"x3M";87.10%
"VALVULA ESFERICA DE BRONCE DE 3"";"VALVULA ESFERICA DE BRONCE DE 4"";87.10%
"TUBERIA PVC CP- PESADA  Ø 3"x3M";"TUBERIA PVC CP- PESADA  Ø 6"x3M";87.10%
"ELECTRODO PARA SOLDADURA 6011";"ELECTRODO PARA SOLDADURA 6013";87.10%
"TUBERIA PVC CP- PESADA  Ø 4"x3M";"TUBERIA PVC CP- PESADA  Ø 6"x3M";87.10%
"UNION DE COBRE PARA SOLDAR 3"";"UNION DE COBRE PARA SOLDAR 4"";87.10%
"TUBO DE COBRE TIPO L Ø  3" x 6M";"TUBO DE COBRE TIPO L Ø 1" x 6M";87.10%
"TUBO DE COBRE TIPO L Ø  3" x 6M";"TUBO DE COBRE TIPO L Ø  4" x 6M";87.10%
"BRIDA ROMPE AGUA DE ACERO ø 4"";"BRIDA ROMPE AGUA DE ACERO ø 6"";87.10%
"VALVULA DE BOLA DE TRES PIEZAS DE 1"";"VALVULA DE BOLA DE TRES PIEZAS DE 2"";87.10%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x25 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x63 A";86.96%
"TEE DE FIERRO MALEABLE GALVANIZADO DE 2 1/2" CLASE 150 ASTM A197 - ROSCADO";"TEE DE FIERRO MALEABLE GALVANIZADO DE Ø 3/4" CLASE 150 ASTM A197 - ROSCADO";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x32 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x40 A";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x32 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x63 A";86.96%
"PRENSAESTOPA PARA TUBO EMT FLEXIBLE DE 20MM";"PRENSAESTOPA PARA TUBO EMT FLEXIBLE DE 25MM";86.96%
"PLANCHA DE ACERO NEGRO LAC DE 1.22M X 2.40M x 3MM";"PLANCHA DE ACERO NEGRO LAC DE 1.22M X 2.40M x 6MM";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x40 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x63 A";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x32 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x80 A";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x40 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x80 A";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x25 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x40 A";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x63 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x80 A";86.96%
"TELEVISOR LED SMART TV DE 42" APROX. INC. RACK";"TELEVISOR LED SMART TV DE 5O" APROX. INC. RACK";86.96%
"TELEVISOR LED SMART TV DE 32" APROX. INC. RACK";"TELEVISOR LED SMART TV DE 5O" APROX. INC. RACK";86.96%
"TELEVISOR LED SMART TV DE 32" APROX. INC. RACK";"TELEVISOR LED SMART TV DE 42" APROX. INC. RACK";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x25 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x80 A";86.96%
"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x25 A";"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x32 A";86.96%
"Adquisición de tacho amarillo de 120 lt  con tapa y ruedas HDPE";"Adquisición de tacho amarillo de 400 lt  con tapa y ruedas HDPE";86.89%
"TUBO DE ACERO NEGRO ASTM A 500 DE 50 X 50 X 2.5MM";"TUBO DE ACERO NEGRO ASTM A 500 DE 50 X 50 X 2MM";86.84%
"CABLE 7A PRECONECTORIZADO DE 5M, 6 CABLES";"CABLE 7A PRECONECTORIZADO DE 7M, 6 CABLES";86.84%
"CABLE 7A PRECONECTORIZADO DE 7M, 6 CABLES";"CABLE 7A PRECONECTORIZADO DE 9M, 6 CABLES";86.84%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1 1/2", 1M";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 3/4", 1M";86.79%
"TEE  1" x 90º CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";"CODO 1" x 90º CLASE150 MI 197 ROSCADO FIERRO MALEABLE";86.79%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1/2", 1M";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 3/4", 1M";86.79%
"YEE PVC CP DESAGUE - PESADA 3"-2"";"YEE PVC CP DESAGUE - PESADA 4"-3"";86.67%
"CODO DE COBRE SOLDABLE 1" x 45°";"CODO DE COBRE SOLDABLE 3" x 45°";86.67%
"CODO DE COBRE SOLDABLE  1" x 90°";"CODO DE COBRE SOLDABLE  2" x 90°";86.67%
"CODO DE COBRE SOLDABLE  1" x 90°";"CODO DE COBRE SOLDABLE  3" x 90°";86.67%
"VALVULA CHECK DE BRONCE  ø 3"";"VALVULA CHECK DE BRONCE DE 3/4"";86.67%
"YEE PVC CP DESAGUE - PESADA 4"-2"";"YEE PVC CP DESAGUE - PESADA 4"-3"";86.67%
"TEE SANITARIA PVC SAL - PESADA 2"";"TEE SANITARIA PVC SAL - PESADA 3"";86.67%
"CODO DE COBRE SOLDABLE  1" x 90°";"CODO DE COBRE SOLDABLE  4" x 90°";86.67%
"CODO DE COBRE SOLDABLE  2" x 90°";"CODO DE COBRE SOLDABLE  3" x 90°";86.67%
"P.A. ECÓGRAFO DOPPLER COLOR 4D";"ECÓGRAFO DOPPLER COLOR 4D";86.67%
"P.A. BOMBA DE INFUSION DE JERINGA";"BOMBA DE INFUSION DE JERINGA";86.67%
"CODO DE COBRE SOLDABLE  3" x 90°";"CODO DE COBRE SOLDABLE  4" x 90°";86.67%
"P.A. BOMBA DE INFUSION DE 1 CANAL";"BOMBA DE INFUSION DE 1 CANAL";86.67%
"TEE SANITARIA PVC SAL - PESADA 3"";"TEE SANITARIA PVC SAL - PESADA 4"";86.67%
"TEE SANITARIA PVC SAL - PESADA 2"";"TEE SANITARIA PVC SAL - PESADA 4"";86.67%
"YEE PVC CP DESAGUE - PESADA 3"-2"";"YEE PVC CP DESAGUE - PESADA 4"-2"";86.67%
"CODO DE COBRE SOLDABLE  2" x 90°";"CODO DE COBRE SOLDABLE  4" x 90°";86.67%
"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-3) 5.63x3.00m.";"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-5) 2.20x3.00m.";86.59%
"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-3) 5.63x3.00m.";"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-4) 3.18x3.00m.";86.59%
"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-2) 3.26x2.40m.";"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-8) 2.04x2.40m.";86.59%
"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-1) 2.36x2.40m.";"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-8) 2.04x2.40m.";86.59%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire)- 600 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 990 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 750 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 732 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 660 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 688 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 680 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 688 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 732 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 680 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 750 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 970 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 990 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire)- 600 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 660 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 650 CFM";86.57%
"TOMACORRIENTE INDUSTRIAL MONOFASICO CON TOMA TIERRA CON TAPA DE SEGURIDAD";"TOMACORRIENTE INDUSTRIAL TRIFASICO CON TOMA TIERRA CON TAPA DE SEGURIDAD";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 970 CFM";86.57%
"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM";"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 650 CFM";86.57%
"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 1 1/2" X 6 m";"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 3/4" X 6 m";86.54%
"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 2 1/2" X 6 m";"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 3/4" X 6 m";86.54%
"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 100MM X 3M.";"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 80MM X 3M.";86.54%
"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 100MM X 3M.";"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 50MM X 3M.";86.54%
"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 100MM X 3M.";"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 40MM X 3M.";86.54%
"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 1/2" X 6 m";"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 3/4" X 6 m";86.54%
"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 100MM X 3M.";"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 20MM X 3M.";86.54%
"MESA DE ACERO INOXIDABLE 1.14x70cm";"MESA DE ACERO INOXIDABLE 1.24x70cm";86.49%
"Adquisición de tacho negro de 660 lt con tapa y ruedas de HDPE";"Adquisición de tacho negro de 220 lt con tapa y ruedas de HDPE";86.44%
"Adquisición de tacho negro de 660 lt con tapa y ruedas de HDPE";"Adquisición de tacho negro de 120 lt con tapa y ruedas de HDPE";86.44%
"Adquisición de tacho negro de 660 lt con tapa y ruedas de HDPE";"Adquisición de tacho negro de 400 lt con tapa y ruedas de HDPE";86.44%
"Adquisición de tacho negro de 220 lt con tapa y ruedas de HDPE";"Adquisición de tacho negro de 400 lt con tapa y ruedas de HDPE";86.44%
"Adquisición de tacho negro de 120 lt con tapa y ruedas de HDPE";"Adquisición de tacho negro de 400 lt con tapa y ruedas de HDPE";86.44%
"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-5) 2.20x3.00m.";"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-9) 3.00x3.00m.";86.42%
"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-5) 2.20x3.00m.";"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-6) 3.10x3.00m.";86.42%
"TABLERO DE DISTRIBUCIÓN DE 01 ITF + 04 IT +01 RIEL DE 04 ID";"TABLERO DE DISTRIBUCIÓN DE 01 ITF + 08 IT +02 RIEL DE 08 ID";86.36%
"REDUCCION SCH - 40 2 1/2" - 2"";"REDUCCION SCH - 40 4" - 2"";86.36%
"REDUCCION SCH - 40 3" - 2"";"REDUCCION SCH - 40 4" - 2"";86.36%
"REDUCCION SCH - 40 6" - 3"";"REDUCCION SCH - 40 6" - 4"";86.36%
"TABLERO DE DISTRIBUCIÓN DE 01 ITF + 06 IT +01 RIEL DE 06 ID";"TABLERO DE DISTRIBUCIÓN DE 01 ITF + 08 IT +02 RIEL DE 08 ID";86.36%
"REDUCCION SCH - 40 3" - 2"";"REDUCCION SCH - 40 4" - 3"";86.36%
"REDUCCION SCH - 40 4" - 3"";"REDUCCION SCH - 40 6" - 3"";86.36%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 308 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 314 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 318 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 323 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 331 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 344 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 238 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 166 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 175 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 200 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 372 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 344 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 331 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 323 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 308 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 314 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 318 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 215 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 318 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 323 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 331 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 314 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 344 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 217 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 372 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 380 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 308 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 308 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 314 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 318 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 323 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 331 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 344 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 372 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 380 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 127 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 380 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 149 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 257 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 380 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 276 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 308 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 314 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 318 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 323 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 331 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 344 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 372 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 372 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 314 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 308 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 318 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 323 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 331 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 344 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 372 CFM, 130W, 220/1/60";86.27%
"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 380 CFM, 130W, 220/1/60";86.27%
"TUBERIA DE COBRE TIPO K ø 1"";"TUBERIA DE COBRE TIPO K ø 3"";86.21%
"UNION UNIVERSAL DE BRONCE 1 1/4"";"UNION UNIVERSAL DE BRONCE 3/4"";86.21%
"UNION UNIVERSAL DE BRONCE 1 1/4"";"UNION UNIVERSAL DE BRONCE 2 1/2"";86.21%
"UNION UNIVERSAL DE BRONCE 1 1/4"";"UNION UNIVERSAL DE BRONCE 1/2"";86.21%
"UNION UNIVERSAL DE BRONCE 1 1/2"";"UNION UNIVERSAL DE BRONCE 1 1/4"";86.21%
"PINTURA ESMALTE SINTETICO";"PINTURA ESMALTE SINTETICO MATE";86.21%
"P.A. VENTILADOR DE TRANSPORTE";"VENTILADOR DE TRANSPORTE";86.21%
"ABRAZADERA UNISTRUT DE 1 1/2''";"ABRAZADERA UNISTRUT DE 1 1/4''";86.21%
"ABRAZADERA UNISTRUT DE 1 1/4''";"ABRAZADERA UNISTRUT DE 1/2''";86.21%
"ABRAZADERA UNISTRUT DE 1 1/4''";"ABRAZADERA UNISTRUT DE 2 1/2''";86.21%
"ABRAZADERA UNISTRUT DE 1 1/4''";"ABRAZADERA UNISTRUT DE 3/4"";86.21%
"TUBERIA DE COBRE TIPO L DE 1 1/4"";"TUBERIA DE COBRE TIPO L DE 3/4"";86.21%
"TUBERIA DE COBRE TIPO L DE 1 1/4"";"TUBERIA DE COBRE TIPO L DE 1/2"";86.21%
"CONECTOR CONDUIT EMT DE 20 mm";"CONECTOR CONDUIT EMT DE 25 mm";86.21%
"INCUBADORA DE TRANSPORTE";"P.A. INCUBADORA DE TRANSPORTE";86.21%
"TUBERIA DE COBRE TIPO L DE 1 1/2"";"TUBERIA DE COBRE TIPO L DE 1 1/4"";86.21%
"TUBERIA DE COBRE TIPO K ø 3"";"TUBERIA DE COBRE TIPO K ø 6"";86.21%
"CODO SCH - 40 1" x 90º  ROSCADO";"CODO SCH - 40 2" x 90º ROSCADO";86.21%
"TUBERIA DE COBRE TIPO K ø 1"";"TUBERIA DE COBRE TIPO K ø 6"";86.21%
"TUBERIA DE COBRE TIPO K ∅ 4"";"TUBERIA DE COBRE TIPO K ø 3/4"";86.21%
"TUBO DE ACERO NEGRO CEDULA 40 Ø 1 1/2"";"TUBO DE ACERO NEGRO CEDULA 40 Ø 4"";86.11%
"ventana de aluminio de 1.05 m x 1.80 m con RPT";"ventana de aluminio de 1.20 m x 1.80 m con RPT";86.05%
"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1"";"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 3/4"";86.05%
"ventana de aluminio de 1.05 m x 1.80 m con RPT";"ventana de aluminio de 1.30 m x 1.80 m con RPT";86.05%
"DUCTO DE PLANCHA DE ACERO GALV 1/32 SEGUN PLANO";"DUCTO DE PLANCHA DE ACERO GALV 1/40 SEGUN PLANO";86.05%
"ventana de aluminio de 1.30 m x 1.80 m con RPT";"ventana de aluminio de 1.50 m x 1.80 m con RPT";86.05%
"ventana de aluminio de 1.20 m x 1.80 m con RPT";"ventana de aluminio de 1.50 m x 1.80 m con RPT";86.05%
"ventana de aluminio de 1.20 m x 1.80 m con RPT";"ventana de aluminio de 1.30 m x 1.80 m con RPT";86.05%
"Cable N2XOH  de 1 x 35 mm2 Alimentadores";"Cable N2XOH  de 1 x 95 mm2 Alimentadores";86.05%
"ventana de aluminio de 1.05 m x 1.80 m con RPT";"ventana de aluminio de 1.50 m x 1.80 m con RPT";86.05%
